count,from_port,to_port,from_lat,from_lon,to_lat,to_lon
25,PENANG,CALCUTTA,5.42,100.32,20.47,87.27
25,HAVANA,ROTTERDAM,23.13,-82.38,51.0,1.11
25,CAP DE DIEMEN,TONGATABOU,-43.9,144.36,-21.085,-175.06
25,FERROL,FERROL?,43.6,-8.65,43.48,-8.24
25,LOUISBOURG,ANTIGUA,46.22,-59.29,17.12,-61.85
25,FORT ST DAVID ROAD (MADRAS),ANJANGO ROAD,11.77,79.78,8.66,76.78
24,FUNCHAL,ST EUSTATIUS,32.63,-16.88,17.5,-62.97
24,TRINCOMALEE,MAURITIUS,8.57,81.22,-20.17,57.5
24,FAYAL,SPITHEAD,38.63,-29.85,50.525000000000006,-1.115
24,NEDERLAND,MARSEILLE,52.0,5.0,43.3,5.37
24,COLOMBO (SRI LANKA),PRINCES ISLAND (JAVA),6.93,79.85,-7.5,110.0
24,ST HELENA,ROTTERDAM,-16.02,-5.08,51.0,1.11
24,FAYAL,ANTIGUA,38.63,-29.85,17.12,-61.85
24,NEW YORK,BREST,40.75,-73.97,48.34,-5.385
24,"ENGLISH BAY, ANTIGUA",ANTIGUA,17.12,-61.85,17.12,-61.85
24,SPITSBERGEN,HELLEVOETSLUIS,60.39,5.32,51.81,4.08
24,PARAMARIBO,CAYENNE,5.83,-55.15,4.845000000000001,-52.175
24,MADEIRA,RIVER GAMBIA,32.95,-15.88,13.55,-16.7
24,ST MARTIN,LA GUAYRA,17.725,-59.355,10.78,-67.14
24,PUERTO RICO,VERACRUZ (MÉXICO),18.48,-66.13,19.2,-96.1
23,CARTAGENA?,CURACAO,10.4,-75.5,12.21,-68.34
23,GIBRALTAR,DOWNS,36.19,-5.21,51.2,1.4
23,ST EUSTATIUS,SPITHEAD,17.5,-62.97,50.525000000000006,-1.115
23,ST MAARTEN,PARAMARIBO,17.715,-62.52,5.83,-55.15
23,CURAÇAO,LA GUAIJRA,12.34,-68.5,10.87,-67.03
23,MADEIRA,NEVIS,32.95,-15.88,17.15,-62.58
23,BAIJ VAN DILAGOA,KAAP DE GOEDE HOOP,-26.0,32.75,-34.12,18.23
23,CAPE ST VINCENT,BARBADOS,13.15,-61.2,13.095,-58.93
22,PLYMOUTH,FERROL HARBOUR - CRUISING THE WESTERN APPROACHES,50.35,-4.16,43.48,-8.24
22,BREST,CADIZ,48.34,-5.385,36.53,-6.3
22,CAPE VERDE,SPITHEAD,15.0,-23.5,50.525000000000006,-1.115
22,BATAVIA,SOERABAJA,-6.1,106.86,-7.23,112.7
22,COCHIN,GULF OF ADEN,9.96,76.25,12.79,45.03
22,MONTERREY,SAN BLAS,36.7,-121.91,21.9,-106.96
22,ST JOHN'S ANTIGUA,SPITHEAD,17.12,-61.85,50.525000000000006,-1.115
22,NEW YORK,BARBADOS,40.75,-73.97,13.095,-58.93
22,MALAKKA,COLOMBO,2.17,102.24,6.91,79.86
21,PORTO PRAIJO,ALLERHEILIGEN BAAIJ,14.92,-23.52,-13.01,-38.53
21,SURAT,ADEN,21.17,72.83,12.79,45.03
21,NEDERLAND,ST CRUZ,52.0,5.0,28.55,-16.165
21,DIEGO GARCIA,COLOMBO,-7.23,72.4,6.91,79.86
21,TALCAGUANA,ILE DE PAQUE,-36.76,-73.17,-27.175,-109.06
21,CURACAO,GUADELOUPE,12.21,-68.34,16.25,-61.58
21,CURACAO,MARTINIQUE,12.21,-68.34,15.65,-61.745000000000005
21,MUSCAT,BOMBAY,23.61,58.59,18.93,72.85
21,ANTIGUA,FALMOUTH,17.12,-61.85,50.15,-5.07
20,NEDERLAND,LERWICK,52.0,5.0,60.15,-1.12
20,HAVANA,CURACAO,23.13,-82.38,12.21,-68.34
20,JAMAICA,CURACAO,18.1,-77.3,12.21,-68.34
20,BATAVIA,DIEGO GARCIA,-6.1,106.86,-7.23,72.4
20,NAGEPATNAM,BELLESOOR,10.75,79.84,21.55,87.4
20,CÁDIZ,LISBOA-FERROL,36.525000000000006,-6.41,43.48,-8.24
20,NEDERLAND,TANGER,52.0,5.0,35.83,-6.15
20,TILLICHERRY,MOCHA,11.73,75.48,13.32,43.25
20,SURAT,MUSCAT,21.17,72.83,23.61,58.59
20,JOHANNA,BOMBAY,-12.13,44.4,18.93,72.85
20,NOKA,MONTERREY,49.67,-127.21,36.7,-121.91
20,TERNATTEN,BANDA,0.76,127.38,-4.585,129.81
19,SPITHEAD,FUNCHAL ROAD (MADEIRA),50.525000000000006,-1.115,32.65,-16.9
19,KEMA,MAKASSAR,1.26,125.36,-5.65,118.2
19,SURAT,MOCHA (MOKHA),21.17,72.83,13.32,43.25
19,MACAO,MIRABELLE,22.17,113.54,14.38,120.55
19,MADEIRA,ST EUSTATIUS,32.95,-15.88,17.5,-62.97
19,TEXEL,PORTO PRAIJO,52.615,4.175000000000001,14.92,-23.52
19,SPITHEAD,ST JOHNS (ANTIGUA),50.525000000000006,-1.115,17.12,-61.85
18,TRUXILLO,HAVANA,16.11,-86.015,23.13,-82.38
18,FALMOUTH,LISBON,50.15,-5.07,38.68,-9.1
18,ROCHEFORT,FERROL,46.515,-1.97,43.6,-8.65
18,AMSTERDAM,LIVERPOOL,52.77,3.97,53.2,-4.63
18,GIBRALTAR,PORT ROYAL JAMAICA,36.19,-5.21,18.1,-77.3
18,CORK,MADEIRA,51.35,-8.815,32.95,-15.88
18,SMYRNA,MALTA,38.42,27.14,35.9,14.51
18,MADEIRA,TEXEL,32.95,-15.88,52.615,4.175000000000001
18,VALPARAISO,ARIKA,-33.08,-71.67,-18.48,-70.33
18,SPITHEAD,FENSHALL ROAD (ANTIGUA),50.525000000000006,-1.115,17.12,-61.85
17,CADIZ,COCKHAM WOOD UK,36.53,-6.3,51.5,-0.1
17,CÁDIZ,CARTAGENA (ESPAÑA),36.525000000000006,-6.41,10.4,-75.5
17,CADIZ,LISBON,36.53,-6.3,38.68,-9.1
17,TOULON,MALAGA,43.12,5.93,36.72,-4.42
17,BATAVIA,SOERABAIJA,-6.1,106.86,-7.23,112.7
17,FUNCHAL,FALMOUTH,32.63,-16.88,50.15,-5.07
17,MANILA,BATAVIA,14.15,120.5,-6.1,106.86
17,ANTIGUA,PLYMOUTH,17.12,-61.85,50.35,-4.16
17,CUL DE SAC,CAP FRANCAISE,14.42,-59.17,19.74,-72.19
16,SPITHEAD,TENERIFE,50.525000000000006,-1.115,29.375,-16.3
16,TERNATE,MENADO,0.79,127.38,1.55,124.0
16,LISSABON,FUNCHAL,39.0,-9.65,32.63,-16.88
16,CURACAO,ST MARTIN,12.21,-68.34,17.725,-59.355
16,CURACAO,VERA CRUZ,12.21,-68.34,19.32,-96.22
16,SAMARANG,MACAO,-6.65,110.32,22.17,113.54
16,MALAGA,CARTAGENA,36.72,-4.42,10.4,-75.5
16,CURAÇAO,NEW YORK,12.34,-68.5,40.75,-73.97
16,FORT ST DAVID,ST HELENA,11.77,79.78,-16.02,-5.08
16,HAVANNA,UK,23.27,-82.49,51.5,-0.1
16,PLYMOUTH,ST JAGO,50.35,-4.16,14.92,-23.52
16,MOCHA (ARABIAN PENINSULA),BOMBAY,13.32,43.25,18.93,72.85
16,CADIZ,UK,36.53,-6.3,51.5,-0.1
15,BRAAMSPUNT,ST EUSTATIUS,6.21,-55.11,17.5,-62.97
15,ST LUCIA,NEW YORK,13.9,-61.0,40.75,-73.97
15,CURAÇAO,ST MARTIN,12.34,-68.5,17.725,-59.355
15,PORTO PRAYA,PORTSMOUTH,14.92,-23.52,50.2,-1.58
15,GIBRALTAR,TEXEL,36.19,-5.21,52.615,4.175000000000001
15,PORTO RICO,ST EUSTATIUS,41.15,-8.61,17.5,-62.97
15,MADEIRA,PORTO PRAYA,32.95,-15.88,14.92,-23.52
15,LANGLE,CASTRIES,47.88,141.9,51.45,140.85
15,GIBRALTAR,CADIZ,36.19,-5.21,36.53,-6.3
15,STRAAT VAN BANKA,BATAVIA,-2.2,105.42,-6.1,106.86
15,ADEN,BOMBAY,12.79,45.03,18.93,72.85
15,MALACCA TOWN,MONOPIN HILL,2.17,102.24,-2.0,105.1
15,MADEIRA,DOMINICA,32.95,-15.88,15.42,-61.35
15,NIEUWEDIEP,BRISTOL,52.155,3.27,51.45,-2.58
15,CÁDIZ,GIBRALTAR,36.525000000000006,-6.41,36.19,-5.21
14,AMBON,SOURABAIJA,-3.68,128.16,-7.23,112.7
14,ST THOMAS,CURACAO,17.96,-65.14500000000001,12.21,-68.34
14,ST HELENA,BLACKWALL UK,-16.02,-5.08,51.5,-0.1
14,UK,MADEIRA,51.5,-0.1,32.95,-15.88
14,BATAVIA,SOURABAIJA,-6.1,106.86,-7.23,112.7
14,VERA CRUZ,HAVANA,19.32,-96.22,23.13,-82.38
14,LERWICK,HELLEVOETSLUIS,60.15,-1.12,51.81,4.08
14,RIO DE JANEIRO,MONTEVIDEO,-22.9,-43.16,-34.89,-56.21
14,BOMBAY,CANTON,18.93,72.85,19.98,113.85
13,GIBRALTAR,ALGIERS,36.19,-5.21,36.75,3.04
13,ALLICANTEN,LISSABON,38.35,-0.48,39.0,-9.65
13,DOWNS,MADEIRA,51.2,1.4,32.95,-15.88
13,GIBRALTAR,LISBON,36.19,-5.21,38.68,-9.1
13,MADEIRA,GAMBIA,32.95,-15.88,13.45,-16.57
13,FORT AMSTERDAM,ST EUSTATIUS,6.05,-54.73,17.5,-62.97
13,PUNTO GALE,COASTAL TO COCHIN,6.02,80.22,9.93,76.26
13,ST THOMAS,CORK,17.96,-65.14500000000001,51.35,-8.815
13,MONTEVIDEO,BUENOS AIRES,-34.89,-56.21,-34.63,-58.33
12,CADIZ,TENERIFE,36.53,-6.3,29.375,-16.3
12,CADIZ,PORTSMOUTH,36.53,-6.3,50.2,-1.58
12,GOA ROAD,BOMBAY,15.47,73.77,18.93,72.85
12,CURACAO,PUERTO CABELLO,12.21,-68.34,11.045,-67.97999999999999
12,CORK,FUNCHAL,51.35,-8.815,32.63,-16.88
12,FALMOUTH,MADEIRA,50.15,-5.07,32.95,-15.88
12,NEW YORK,LOUISBOURG,40.75,-73.97,46.22,-59.29
12,CURACAO,PORTO RICO,12.21,-68.34,41.15,-8.61
12,YARMOUTH,MADEIRA,52.61,1.73,32.95,-15.88
12,PLYMOUTH,FUNCHAL,50.35,-4.16,32.63,-16.88
12,TIMOR,BANDA,-8.56,125.57,-4.585,129.81
12,PORTSMOUTH,GIBRALTAR,50.2,-1.58,36.19,-5.21
12,FRUXILLO,HAVANA,16.25,-86.07499999999999,23.13,-82.38
12,SANTA CRUZ,SENEGAL,28.45,-16.25,14.7,-17.45
12,TIRIKUNAMALAYA,GALLE,8.57,81.22,6.0,80.2
11,ST JOHNS ANTIGUA,WOODMANS BAY DOMINICA,17.12,-61.85,15.42,-61.35
11,TONGATABOU,NOUVELLE CALEDONIE,-21.085,-175.06,-20.25,164.61
11,ST HELENA,FALMOUTH,-16.02,-5.08,50.15,-5.07
11,BASSE TERRE,CHATHAM,16.23,-61.53,51.38,0.52
11,RIVIER KOMMEWIJNE,CURACAO,6.15,-55.06,12.21,-68.34
11,MANILLA,PENANG,14.65,119.62,5.42,100.32
11,TEXEL,PLYMOUTH,52.615,4.175000000000001,50.35,-4.16
11,COCHIN,BOMBAY,9.96,76.25,18.93,72.85
11,LISSABON,MADEIRA,39.0,-9.65,32.95,-15.88
11,SURINAME,BARBADOS,6.095000000000001,-54.485,13.095,-58.93
11,NEW YORK,DOWNS,40.75,-73.97,51.2,1.4
11,MADEIRA,ST JOHNS ANTIGUA,32.95,-15.88,17.12,-61.85
11,FERROL,CARTAGENA,43.6,-8.65,10.4,-75.5
10,VALPARAISO,CHERILLOS,-33.08,-71.67,-12.55,-77.12
10,BATAVIA,CHERIBON,-6.1,106.86,-6.77,108.55
10,SIERRA LEONE,ST JAGO,8.684999999999999,-13.415,14.92,-23.52
10,ST THOMAS,BELIZE,17.96,-65.14500000000001,17.240000000000002,-87.275
10,SAMARAS,BATAVIA,-6.65,110.45,-6.1,106.86
10,VERA CRUZ,HAVANNA,19.32,-96.22,23.27,-82.49
10,BASSE TERRE,ANTIGUA,16.23,-61.53,17.12,-61.85
10,PORTSMOUTH,FUNCHAL,50.2,-1.58,32.63,-16.88
10,DEMERARIJ,PARAMARIBO,6.98,-58.18,5.83,-55.15
10,ST EUSTACIUS,LA GUAIJRA,17.5,-62.97,10.87,-67.03
10,MARSEILLE,GIBRALTAR,43.3,5.37,36.19,-5.21
10,SUFTREN,LANGLE,47.87,139.7,47.88,141.9
9,AMSTERDAM,ST GEORGE D'ELMINA,52.77,3.97,5.08,-1.34
9,ST JAGO,GOREE,14.92,-23.52,14.67,-17.4
9,BARCELONA,CADIZ,41.39,2.17,36.53,-6.3
9,SURGIDERO DE SAN ROQUE,NOKA,53.45,-131.21,49.67,-127.21
9,ST HELENA,TRINIDADA,-16.02,-5.08,10.5,-61.25
9,MARSEILLE,ALLICANTEN,43.3,5.37,38.35,-0.48
9,DIEGO GARCIA,PORT LOUIS,-7.23,72.4,-20.17,57.5
9,ARIKA,GUAYAQUIL,-18.48,-70.33,-3.32,-80.55
9,VERACRUZ.,LA HABANA,19.2,-96.1,23.48,-80.91
9,SENEGAL,GOREE,14.7,-17.45,14.67,-17.4
9,MANGASEER ROAD,GOA ROAD,12.83,74.81,15.47,73.77
9,ST AUGUSTINES,JOHANNA,-23.4,43.66,-12.13,44.4
9,CAPE ST VINCENT,LISBON,13.15,-61.2,38.68,-9.1
9,BELIZE,HAVANA,17.240000000000002,-87.275,23.13,-82.38
9,NIEUWEDIEP,LIVERPOOL,52.155,3.27,53.2,-4.63
9,PORTO CABELLO,ST EUSTACIUS,10.61,-68.07,17.5,-62.97
9,CANARIA,PORTE PRAIJO,28.465,-15.35,14.85,-23.55
8,MADEIRA,ST JAGO,32.95,-15.88,14.92,-23.52
8,SINGAPORE,BATAVIA,1.35,103.82,-6.1,106.86
8,GIBRALTAR,CAPE ST VINCENT,36.19,-5.21,13.15,-61.2
8,GUADELOUPE,CAP FRANCAIS,16.25,-61.58,19.75,-72.2
8,WAYGIOU,BONROU,0.09,130.99,-3.115,127.46
8,FALMOUTH,CADIZ,50.15,-5.07,36.53,-6.3
8,AMBON,TERNATTEN,-3.68,128.16,0.76,127.38
8,CURACAO,AGUADILLA,12.21,-68.34,18.77,-67.6
8,NIEUWEDIEP,ST CRUZ,52.155,3.27,28.55,-16.165
8,BONAIRE,LA GUAYRA,12.16,-68.355,10.78,-67.14
8,CURACAO,TRUXILLO,12.21,-68.34,16.11,-86.015
8,FRUXILLO,VERA CRUZ,16.25,-86.07499999999999,19.32,-96.22
8,NEDERLAND,BILBAO,52.0,5.0,43.26,-2.93
8,CANTON,JAVA,19.98,113.85,-7.5,110.0
7,ASCENSION,PLYMOUTH,-7.95,-14.37,50.35,-4.16
7,ST MAARTEN,CURAÇAO,17.715,-62.52,12.34,-68.5
7,ST THOMAS,ASCENSION,17.96,-65.14500000000001,-7.95,-14.37
7,LEGHORN,TOWARDS GENOA,43.55,10.32,44.41,8.93
7,LA CORUÑA,CÁDIZ,43.36,-8.36,36.525000000000006,-6.41
7,CAYENNE,CURACAO,4.845000000000001,-52.175,12.21,-68.34
7,AMBOINA,TERNATE,-3.68,128.3,0.79,127.38
7,AMSTERDAM,TEXEL,52.77,3.97,52.615,4.175000000000001
7,NEVIS,GALLIONS REACH (UK),17.15,-62.58,51.5,-0.1
7,MADEIRA,GOREE,32.95,-15.88,14.67,-17.4
7,BATAVIA ROAD,CHEREBON ROAD,-6.05,106.85,-6.7,108.6
7,TRINCOMALEE,PUNTO GALE,8.57,81.22,6.02,80.22
7,CEYLON,TRINCOMALEE,6.85,82.1,8.57,81.22
7,MANILA,CANTON,14.15,120.5,19.98,113.85
7,FORT ROYAL,CAP,14.59,-61.07,19.74,-72.19
7,GUADELOUPE,CAP,16.25,-61.58,19.74,-72.19
7,FERROL,CADIZ,43.6,-8.65,36.53,-6.3
7,BROUWERSHAVEN,HARTLEPOOL,51.75,3.9,54.38,0.4
7,OEJONG SANKA,BATAVIA,-6.72,112.39,-6.1,106.86
7,CURACAO,FRUXILLO,12.21,-68.34,16.25,-86.07499999999999
6,ST EUSTACIUS,BONAIRE,17.5,-62.97,12.16,-68.355
6,TERNAL,SUFTREN,45.22,137.48,47.87,139.7
6,BAYONNE,BORDEAUX,43.49,-1.47,44.84,-0.58
6,ST EUSTATIUS,BONAIRE,17.5,-62.97,12.16,-68.355
6,CARTAGENA,PALMA DE MALLORCA Y BARCELONA,10.4,-75.5,41.39,2.17
6,BOMBAY,CARNAR,18.93,72.85,14.82,74.1
6,VLISSINGEN,GUYANA,51.45,3.58,5.83,-51.31
6,TAFELBAAI,SIMONSBAAI,-34.225,18.175,-34.53,18.6
6,FERROL HARBOUR,SPITHEAD,43.48,-8.24,50.525000000000006,-1.115
6,CURACAO,ST DOMINGO,12.21,-68.34,18.4,-69.67
6,PUERTO CABELLO,LA GUAIJRA,11.045,-67.97999999999999,10.87,-67.03
6,PUERTO CABELLO,LA GUAYRA,11.045,-67.97999999999999,10.78,-67.14
6,PUERTO CABELLO,CARACAS,11.045,-67.97999999999999,10.67,-67.02
6,RIVER TAGUS (LISBON),PORTSMOUTH,38.72,-9.14,50.2,-1.58
6,HAVANA,TRUVILLO,23.13,-82.38,16.73,-86.07
5,ALICANTE,ALICANTE?,38.17,-0.53,38.35,-0.48
5,SOERABAYA,PANGOOL,-7.23,112.7,-9.33,113.68
5,CURACAO,BONAIRE,12.21,-68.34,12.16,-68.355
5,CURAÇAO,PORTO CABELLO,12.34,-68.5,10.61,-68.07
5,CURAÇAO,PUERTO CABELLO,12.34,-68.5,11.045,-67.97999999999999
5,SOURABAIJA,SAMARANG,-7.23,112.7,-6.65,110.32
5,GUADELOUPE,BARBADOS,16.25,-61.58,13.095,-58.93
5,CURACAO,BAAI JACOMEL,12.21,-68.34,18.2,-72.53
5,SPITHEAD,CORK,50.525000000000006,-1.115,51.35,-8.815
4,BAAI JACOMEL,JAMAICA,18.2,-72.53,18.1,-77.3
4,MEW BAY-JAVA,BOMBAY,-7.5,110.0,18.93,72.85
4,PORTSMOUTH,NEW YORK,50.2,-1.58,40.75,-73.97
4,GUADELOUPE,MARTINIQUE,16.25,-61.58,15.65,-61.745000000000005
4,BARBADOS,MONTSERRAT,13.095,-58.93,16.75,-62.2
3,NIEUWEDIEP,MAREGAT,52.155,3.27,51.72,2.92
3,SPITHEAD,PLYMOUTH,50.525000000000006,-1.115,50.35,-4.16
3,BREST,ROCHEFORT,48.34,-5.385,46.515,-1.97
3,RIO DE JANEIRO,VALPARAISA (CHILE),-22.9,-43.16,-1.46,-48.5
3,SOERABAIJA,SAMARANG,-7.23,112.7,-6.65,110.32
3,FORT BANJOEWANGIE,OEJONG SANKA,-8.2,114.35,-6.72,112.39
3,TOULON,MARSEILLE,43.12,5.93,43.3,5.37
3,CHERIBON,OEJONG SANKA,-6.77,108.55,-6.72,112.39
3,CURAÇAO,BOCA CHICA,12.34,-68.5,10.63,-75.85
3,ANTIGUA,CURAÇAO,17.12,-61.85,12.34,-68.5
3,CURAÇAO,PORTO CAVALLO,12.34,-68.5,41.15,-8.61
2,PORT EGMONT,BRETTS HARBOUR,-51.7,-57.85,-51.33,-60.2
2,PORTO CABELLO,CURACAO,10.61,-68.07,12.21,-68.34
2,ST EUSTATIUS,ST MARTIN,17.5,-62.97,17.725,-59.355
2,BANDA,AMBOINA,-4.585,129.81,-3.68,128.3
2,BANDA,AMBON,-4.585,129.81,-3.68,128.16
2,PLYMOUTH,NIEUWENDIEP,50.35,-4.16,52.28,3.28
2,LA GUAYRA,PORTO CABELLO,10.78,-67.14,10.61,-68.07
1,NORFOLK SOUND,PORT BANKS,56.93,-135.65,56.54,-135.05
1,ST EUSTATIUS,ST MAARTEN,17.5,-62.97,17.715,-62.52
1,ST MAARTEN,ST THOMAS,17.715,-62.52,17.96,-65.14500000000001
1,PUERTO CABELLO,BONAIRE,11.045,-67.97999999999999,12.16,-68.355
1,COLOMBO,COCHIN,6.91,79.86,9.96,76.25
1,MIDDELBURG,RAMMEKENS,51.5,3.6,51.45,3.65
1,PUNTE GALE,COLOMBO,6.02,80.22,6.91,79.86
