port_name,from_count,to_count,latitude,longitude,anchor_count,total_mentions
BATAVIA,26894.0,33889.0,-6.1,106.86,434.0,61217.0
LA CORUÑA,16117.0,14882.0,43.36,-8.36,145.0,31144.0
MONTEVIDEO,11976.0,10033.0,-34.89,-56.21,92.0,22101.0
ROTTERDAM,10096.0,7215.0,51.0,1.11,1.0,17312.0
SPITHEAD,9180.0,7684.0,50.525000000000006,-1.115,2.0,16866.0
NEDERLAND,9770.0,7022.0,52.0,5.0,,16792.0
LA HABANA,7893.0,8156.0,23.48,-80.91,5.0,16054.0
CÁDIZ,7222.0,8719.0,36.525000000000006,-6.41,2.0,15943.0
NIEUWEDIEP,6790.0,8748.0,52.155,3.27,20.0,15558.0
TEXEL,7102.0,4915.0,52.615,4.175000000000001,12.0,12029.0
HELLEVOETSLUIS,5387.0,5228.0,51.81,4.08,96.0,10711.0
DOWNS,4902.0,4952.0,51.2,1.4,,9854.0
MADRAS,2423.0,6748.0,13.08,80.27,,9171.0
ST HELENA,3038.0,5718.0,-16.02,-5.08,47.0,8803.0
SURINAME,3139.0,4577.0,6.095000000000001,-54.485,4.0,7720.0
PLYMOUTH,5174.0,2364.0,50.35,-4.16,16.0,7554.0
TABLE BAY,4059.0,2994.0,-33.9,18.4,,7053.0
MIDDELBURG,3267.0,2356.0,51.5,3.6,,5623.0
JAVA HEAD,5374.0,204.0,-6.75,105.2,,5578.0
BOMBAY,1481.0,4012.0,18.93,72.85,2.0,5495.0
PORTSMOUTH,3763.0,1273.0,50.2,-1.58,1.0,5037.0
CURACAO,3456.0,1516.0,12.21,-68.34,24.0,4996.0
AMSTERDAM,2552.0,2432.0,52.77,3.97,1.0,4985.0
UK,967.0,3750.0,51.5,-0.1,,4717.0
RIO DE JANEIRO,2255.0,2159.0,-22.9,-43.16,32.0,4446.0
KAAP DE GOEDE HOOP,1264.0,3114.0,-34.12,18.23,9.0,4387.0
JAVA,1601.0,2591.0,-7.5,110.0,,4192.0
CADIZ,1761.0,1845.0,36.53,-6.3,1.0,3607.0
BARBADOS,396.0,2968.0,13.095,-58.93,2.0,3366.0
PARAMARIBO,1373.0,1860.0,5.83,-55.15,130.0,3363.0
GRAVESEND,2210.0,1142.0,51.44,0.37,,3352.0
MADEIRA,2354.0,839.0,32.95,-15.88,3.0,3196.0
BREST,1540.0,1424.0,48.34,-5.385,12.0,2976.0
NEW YORK,1294.0,1590.0,40.75,-73.97,34.0,2918.0
VLISSINGEN,1302.0,1537.0,51.45,3.58,1.0,2840.0
RAMMEKENS,1940.0,710.0,51.45,3.65,,2650.0
HALIFAX,1241.0,1395.0,,,,2636.0
BENGAL,1004.0,1537.0,,,,2541.0
ROCHEFORT,1317.0,861.0,46.515,-1.97,2.0,2180.0
BROUWERSHAVEN,319.0,1771.0,51.75,3.9,19.0,2109.0
BANJOEWANGIE,1890.0,9.0,-8.2,114.35,,1899.0
CALCUTTA,675.0,1219.0,20.47,87.27,1.0,1895.0
SPITSBERGEN,544.0,1331.0,60.39,5.32,,1875.0
JAMAICA,1292.0,438.0,18.1,-77.3,,1730.0
FALMOUTH,1214.0,507.0,50.15,-5.07,,1721.0
DOWNS UK,790.0,923.0,51.2,1.4,,1713.0
SCHIEDAM,1090.0,599.0,,,,1689.0
CEYLON,276.0,1387.0,6.85,82.1,1.0,1664.0
MARTINIQUE,571.0,1064.0,15.65,-61.745000000000005,2.0,1637.0
CORK,1175.0,458.0,51.35,-8.815,2.0,1635.0
CAPE OF GOOD HOPE,585.0,1015.0,,,,1600.0
LISBON,621.0,907.0,38.68,-9.1,4.0,1532.0
SIMONS BAY,640.0,822.0,,,,1462.0
PADANG,862.0,591.0,-1.095,100.375,4.0,1457.0
MOTHERBANK,1063.0,344.0,,,,1407.0
ANTIGUA,686.0,715.0,17.12,-61.85,,1401.0
EL CALLAO,1049.0,340.0,-12.03,-77.16,1.0,1390.0
GUINEA,361.0,970.0,10.0,-10.0,,1331.0
ANTWERPEN,531.0,780.0,51.22,4.4,,1311.0
ST EUSTATIUS,612.0,570.0,17.5,-62.97,116.0,1298.0
ST GEORGE D'ELMINA,732.0,525.0,5.08,-1.34,21.0,1278.0
LONDON,839.0,423.0,,,,1262.0
MANILA,712.0,515.0,14.15,120.5,1.0,1228.0
SIMONSBAAI,530.0,618.0,-34.53,18.6,3.0,1151.0
SOERABAIJA,1012.0,113.0,-7.23,112.7,1.0,1126.0
TAFELBAAI,539.0,569.0,-34.225,18.175,12.0,1120.0
GULF OF GUINEA,609.0,455.0,4.0,2.0,,1064.0
BUENOS AIRES,646.0,404.0,-34.63,-58.33,8.0,1058.0
COASTAL,764.0,269.0,,,,1033.0
THE NETHERLANDS,140.0,876.0,,,,1016.0
COLOMBO,139.0,858.0,6.91,79.86,15.0,1012.0
ST EUSTACIUS,334.0,633.0,17.5,-62.97,21.0,988.0
TJILATJAP,932.0,32.0,,,,964.0
WEST AFRIKA,579.0,376.0,,,,955.0
CANTON,549.0,399.0,19.98,113.85,1.0,949.0
LOUISBOURG,337.0,572.0,46.22,-59.29,3.0,912.0
ELMINA,627.0,274.0,5.08,-1.34,6.0,907.0
ST JOHNS,491.0,414.0,,,,905.0
GIBRALTAR,509.0,390.0,36.19,-5.21,1.0,900.0
SANTA CATALINA,511.0,374.0,-27.62,-48.58,1.0,886.0
MACAO,485.0,363.0,22.17,113.54,38.0,886.0
SOERABAYA,656.0,192.0,-7.23,112.7,2.0,850.0
CURAÇAO,567.0,268.0,12.34,-68.5,4.0,839.0
ANJENGO,574.0,226.0,,,,800.0
TRINCOMALEE,518.0,280.0,8.57,81.22,1.0,799.0
TORBAY,747.0,52.0,,,,799.0
DEPTFORD,196.0,596.0,,,,792.0
BOSTON,277.0,507.0,,,,784.0
ZIERIKZEE,316.0,453.0,50.775,0.8899999999999999,2.0,771.0
YORK FACTORY,294.0,475.0,,,,769.0
CARTAGENA,406.0,355.0,10.4,-75.5,,761.0
HOLLAND,338.0,415.0,,,,753.0
BERMUDA,303.0,449.0,,,,752.0
FISHING GROUNDS,749.0,,,,,749.0
CHURCHILL,316.0,426.0,,,,742.0
CALLAO,662.0,48.0,-12.08,-77.93,1.0,711.0
GOTHENBURG,363.0,337.0,57.71,11.97,,700.0
PENANG,526.0,162.0,5.42,100.32,,688.0
VERACRUZ,255.0,430.0,19.2,-96.1,,685.0
PARIMARIBO,126.0,535.0,,,,661.0
LIVERPOOL,531.0,125.0,53.2,-4.63,2.0,658.0
KAAPSTAD,328.0,311.0,-34.68,18.12,1.0,640.0
CHARLESTOWN,324.0,310.0,,,,634.0
MAURITIUS,269.0,362.0,-20.17,57.5,2.0,633.0
LISSABON,262.0,366.0,39.0,-9.65,3.0,631.0
PORT JACKSON,175.0,449.0,,,,624.0
ST DOMINGUE,274.0,347.0,,,,621.0
BAHÍA DE CÁDIZ,206.0,413.0,,,,619.0
EL CALLAO (LIMA),564.0,52.0,-12.07,-77.15,,616.0
ST JAGO,463.0,133.0,14.92,-23.52,16.0,612.0
"DIAMOND HARBOUR, BENGAL",181.0,427.0,,,,608.0
MAKASSAR,120.0,478.0,-5.65,118.2,1.0,599.0
DORDRECHT,380.0,185.0,,,,565.0
BENKULEN,312.0,252.0,,,,564.0
PORT EGMONT,354.0,118.0,-51.7,-57.85,86.0,558.0
NEW ZEALAND,103.0,451.0,-41.0,174.0,,554.0
PORT ROYAL,391.0,156.0,17.94,-76.84,,547.0
SIMON'S BAY,333.0,206.0,,,,539.0
MELBOURNE,112.0,427.0,,,,539.0
CARLISLE BAY,65.0,472.0,,,,537.0
PORT LOUIS,341.0,180.0,-20.17,57.5,10.0,531.0
GUADELOUPE,354.0,175.0,16.25,-61.58,,529.0
MADAGASCAR,132.0,394.0,,,,526.0
TENERIFFE,435.0,89.0,,,,524.0
FORT ROYAL,184.0,268.0,14.59,-61.07,71.0,523.0
BASSE TERRE,349.0,160.0,16.23,-61.53,10.0,519.0
VALPARAISO,123.0,380.0,-33.08,-71.67,6.0,509.0
ST THOMAS,437.0,66.0,17.96,-65.14500000000001,4.0,507.0
DOWNS VIA ST HELENA,,501.0,51.2,1.4,,501.0
CAP,291.0,204.0,19.74,-72.19,5.0,500.0
GOLF VAN GUINEE,331.0,143.0,,,,474.0
ESTRECHO DE MAGALLANES,184.0,276.0,,,,460.0
LONDEN,427.0,27.0,,,,454.0
OOST INDIE,220.0,230.0,,,,450.0
FUNCHAL,276.0,165.0,32.63,-16.88,5.0,446.0
UNKNOWN,333.0,96.0,,,,429.0
LIZARD,258.0,170.0,,,,428.0
JOHANNA,135.0,282.0,-12.13,44.4,10.0,427.0
QUÉBEC,147.0,257.0,,,,404.0
CAPE,212.0,189.0,,,,401.0
KEDGEREE,352.0,42.0,,,,394.0
SANDWICH ISLANDS,129.0,262.0,21.3,-157.8,,391.0
FERROL,312.0,73.0,43.6,-8.65,1.0,386.0
MOCHA,52.0,333.0,13.32,43.25,,385.0
NEWFOUNDLAND,77.0,299.0,,,,376.0
SAN BLAS,196.0,178.0,21.9,-106.96,1.0,375.0
RIVER PLATE,164.0,206.0,,,,370.0
SANTA CATALINA (BRASIL),106.0,263.0,,,,369.0
BARCELONA,301.0,67.0,41.39,2.17,,368.0
NORTHERLY FISHING GROUNDS,262.0,106.0,,,,368.0
BENKULEU,1.0,367.0,,,,368.0
COASTAL EAST INDIA,183.0,183.0,,,,366.0
PUERTO RICO,70.0,178.0,18.48,-66.13,115.0,363.0
STA. CATHALINA (BRASIL),159.0,204.0,,,,363.0
SAUGOR ROADS,122.0,235.0,,,,357.0
PORTO PRAYA,282.0,63.0,14.92,-23.52,11.0,356.0
CAPE COAST,246.0,105.0,5.1,-1.25,,351.0
PORT JACKSON AUSTRALIA,186.0,163.0,-25.0,135.0,,349.0
MALACCA,163.0,182.0,2.17,102.24,2.0,347.0
GALLE,245.0,12.0,6.0,80.2,90.0,347.0
LONG REACH,,344.0,,,,344.0
PRINCE OF WALES ISLAND,35.0,306.0,,,,341.0
BALI,333.0,,,,,333.0
ST KITTS,282.0,49.0,17.3,-62.73,,331.0
AKIJAB,191.0,139.0,19.87,92.5,1.0,331.0
FORT ST DAVID,70.0,250.0,11.77,79.78,10.0,330.0
SANTA CRUZ,213.0,84.0,28.45,-16.25,30.0,327.0
CADIX,240.0,85.0,,,,325.0
WEST INDIES,257.0,59.0,,,,316.0
LIMA,263.0,50.0,-12.04,-77.03,,313.0
WOOLWICH,,313.0,,,,313.0
BLACKWALL,,310.0,,,,310.0
RIO DE LA PLATA,34.0,271.0,-35.0,-54.78,1.0,306.0
NIEUWE DIEP,226.0,78.0,52.77,4.42,2.0,306.0
PANAROEKAN,288.0,17.0,,,,305.0
PORTLAND,305.0,,,,,305.0
NORE,65.0,239.0,,,,304.0
PORT ROYAL JAMAICA,214.0,89.0,18.1,-77.3,,303.0
"PORT EGMONT, FALKLAND ISLANDS",126.0,176.0,-51.8,-59.0,,302.0
ENGLAND,178.0,123.0,,,,301.0
ST MAARTEN,211.0,85.0,17.715,-62.52,4.0,300.0
BRAMSPUNT,194.0,101.0,6.07,-55.17,5.0,300.0
GUINEE,112.0,186.0,,,,298.0
TRINCOMALE,138.0,158.0,,,,296.0
DIXCOVE,93.0,199.0,,,,292.0
ST AUGUSTINES,85.0,204.0,-23.4,43.66,1.0,290.0
CHARLES TOWN,177.0,111.0,,,,288.0
HAMPTON ROAD,95.0,189.0,,,,284.0
VIRGINIA,145.0,138.0,,,,283.0
MOOSE,93.0,190.0,,,,283.0
SAMARANG,123.0,150.0,-6.65,110.32,9.0,282.0
SOERABAJA,253.0,26.0,-7.23,112.7,3.0,282.0
SAN FRANCISCO,140.0,139.0,37.5,-122.68,1.0,280.0
FAYAL,159.0,119.0,38.63,-29.85,1.0,279.0
SISIRÁN,275.0,,,,,275.0
SAN BLAS (NUEVA ESPAÑA),,275.0,,,,275.0
SENEGAL,124.0,150.0,14.7,-17.45,,274.0
ST AUGUSTINE,181.0,90.0,,,,271.0
HARTLEPOOL,262.0,7.0,54.38,0.4,1.0,270.0
ST PIERRE,121.0,141.0,14.73,-61.18,5.0,267.0
WILLEMSOORD,138.0,129.0,,,,267.0
EUROPA,105.0,162.0,,,,267.0
WAMPOE,102.0,164.0,,,,266.0
"PORT ROYAL, JAMAICA",189.0,76.0,18.1,-77.3,,265.0
PUNTO GALE,160.0,92.0,6.02,80.22,9.0,261.0
BANGOEWANGIE,261.0,,,,,261.0
ST. HELENA,107.0,153.0,,,,260.0
EL MINA,181.0,77.0,,,,258.0
PENANG VIA ST HELENA,,253.0,5.42,100.32,,253.0
POINT DE GALLE,251.0,,6.03,80.22,,251.0
SIERRA LEONE,93.0,156.0,8.684999999999999,-13.415,2.0,251.0
ISLA SANTA CATALINA (BRASIL),23.0,227.0,,,,250.0
SANTA CATHALINA,150.0,99.0,,,,249.0
CÁDIZ?,4.0,244.0,,,,248.0
TAHITI,67.0,180.0,-17.68,-149.45,,247.0
HAVANA,156.0,89.0,23.13,-82.38,,245.0
FUNCHAL ROAD,201.0,44.0,,,,245.0
BANJOEWANGI,243.0,,,,,243.0
AFRIKA,125.0,117.0,,,,242.0
ANNABONA,167.0,73.0,,,,240.0
TILLICHERRY,121.0,118.0,11.73,75.48,1.0,240.0
FALKLAND ISLANDS,200.0,39.0,-51.8,-59.0,,239.0
BERGEN,4.0,233.0,60.4,5.3,2.0,239.0
WEST-INDIE,120.0,117.0,,,,237.0
WEST AFRICA,52.0,185.0,8.0,-5.0,,237.0
CARIBEAN,81.0,155.0,,,,236.0
BORDEAUX,101.0,134.0,44.84,-0.58,,235.0
BANJOUWANGIE,233.0,,,,,233.0
CHINA,,231.0,31.2,121.5,,231.0
CABO DE GOEDE HOOP,,225.0,-34.06,18.15,4.0,229.0
ESPAÑA (CÁDIZ?),,227.0,,,,227.0
NIEUWENDIEP,107.0,115.0,52.28,3.28,1.0,223.0
WHAMPOA,163.0,59.0,,,,222.0
HUDSON BAY MOOSE,126.0,95.0,,,,221.0
KASSERAIJEN,,220.0,,,,220.0
SAN SEBASTIAN,133.0,85.0,-23.8,-45.6,2.0,220.0
ESTRECHO DE MAGELLANES,99.0,120.0,,,,219.0
"ST JOHNS, NEWFOUNDLAND",126.0,90.0,,,,216.0
ACAPULCO,49.0,165.0,16.85,-99.9,,214.0
SURINAME VIA WEST AFRIKA,,213.0,,,,213.0
RIO BERBICE,83.0,129.0,6.3,-57.5,,212.0
ISLE D'AIX,126.0,84.0,46.58,-4.67,1.0,211.0
BEACHY HEAD,76.0,134.0,,,,210.0
TOULON,150.0,60.0,43.12,5.93,,210.0
"AUGUSTINE BAY, MADAGASCAR",115.0,94.0,,,,209.0
DEN HELDER,108.0,99.0,,,,207.0
SANDY HOOK,184.0,21.0,,,,205.0
GRAVESEND UK,205.0,,51.5,-0.1,,205.0
LAGOS BAY,201.0,,,,,201.0
CALLAO DE LIMA,,199.0,-12.07,-77.15,,199.0
HAMPTON,107.0,90.0,37.0,-76.2,1.0,198.0
CAYENNE,85.0,111.0,4.845000000000001,-52.175,2.0,198.0
EL FERROL,196.0,,43.0,-9.5,1.0,197.0
ST JOHNS NEWFOUNDLAND,80.0,116.0,,,,196.0
MAR PACÍFICO,,193.0,,,,193.0
"HAMPTON ROAD, VIRGINIA",115.0,77.0,,,,192.0
RAMEKENS,190.0,,,,,190.0
PENANG VIA FUNCHAL AND TABLE BAY,,189.0,-33.9,18.4,,189.0
COASTAL SURINAME,186.0,,,,,186.0
BENKULEU VIA ST HELENA,,185.0,,,,185.0
FERDINANDO LORONHO,143.0,38.0,-3.85,-32.42,4.0,185.0
HAMPTON ROAD VIRGINIA,10.0,175.0,,,,185.0
MOUNTSBAAI,2.0,181.0,,,,183.0
KUST VAN GUINEA EN SURINAME,,183.0,6.0,-2.0,,183.0
RIO,109.0,73.0,,,,182.0
COCHIN,88.0,88.0,9.96,76.25,5.0,181.0
WHAMPOE,,180.0,,,,180.0
ST CATHERINE,111.0,68.0,-27.35,-47.67,1.0,180.0
MALAGA,69.0,110.0,36.72,-4.42,,179.0
CHARILLO,115.0,63.0,-12.67,-77.06,1.0,179.0
DOVER,177.0,,51.48,1.52,1.0,178.0
QUEBEC,78.0,100.0,,,,178.0
CANTON VIA AUSTRALIA,,178.0,23.13,113.27,,178.0
LOUISBOURG ET RETOUR A ROCHEFORT,,176.0,,,,176.0
STRAAT SUNDA,108.0,48.0,-6.0,105.9,19.0,175.0
ST JOHN'S NEWFOUNDLAND,60.0,114.0,,,,174.0
CUBA,137.0,35.0,,,,172.0
DEMERARY,63.0,108.0,,,,171.0
COWES ROAD,171.0,,,,,171.0
AXIM,148.0,18.0,4.86,-2.25,5.0,171.0
BATAVIA (VIA ST HELENA),,170.0,,,,170.0
TIMOR,146.0,24.0,-8.56,125.57,,170.0
HONG KONG,147.0,22.0,,,,169.0
"ACHEAN HEAD, SUMATRA",168.0,,,,,168.0
BOMBAY VIA JOHANNA,,168.0,,,,168.0
PHILADELPHIA,54.0,114.0,,,,168.0
CARLISE BAY,,168.0,,,,168.0
ST HELLENA,74.0,73.0,-15.95,-5.72,21.0,168.0
ASCENSION,126.0,32.0,-7.95,-14.37,9.0,167.0
MANILLA,145.0,21.0,14.65,119.62,1.0,167.0
DOMINIOS DE AMÉRICA,,166.0,,,,166.0
SUMBAVA (E BALI),,165.0,,,,165.0
MONSERRAT,80.0,85.0,,,,165.0
ST THOMAS (SAO TOME),165.0,,18.34,-64.93,,165.0
CHRISTMAS ISLAND,,165.0,,,,165.0
MONTEREY,110.0,45.0,36.66,-121.9,10.0,165.0
ALL SAINTS BAY,,165.0,,,,165.0
SAUGER ROADS,164.0,,,,,164.0
INGERLEE,164.0,,,,,164.0
ST. EUSTATIUS,56.0,108.0,,,,164.0
KAAP DE GOEDE HOOP VIA O. INDIE,58.0,105.0,,,,163.0
TALCAGUANA,43.0,97.0,-36.76,-73.17,23.0,163.0
CAVITÉ,118.0,,14.5,120.92,44.0,162.0
PORT DESIRE,20.0,141.0,,,,161.0
KAAP LAHOE,117.0,44.0,,,,161.0
CAP DE BONNE-ESPÉRANCE,67.0,93.0,-34.1,17.96,1.0,161.0
NAGASAKI,70.0,90.0,32.75,129.88,,160.0
BARBADOES,,160.0,,,,160.0
CAVITE,,156.0,14.5,120.92,3.0,159.0
DIEGO GARCIA,38.0,55.0,-7.23,72.4,65.0,158.0
CASSERIJEN,157.0,,,,,157.0
EL CALLAO DE LIMA,130.0,27.0,-12.07,-77.15,,157.0
HOBART,54.0,103.0,,,,157.0
SAN SALVADOR,28.0,129.0,,,,157.0
BERGEN (NORWAY),,156.0,60.39,5.32,,156.0
"CARLISLE BAY, BARBADOS",29.0,127.0,,,,156.0
CHARLESTON,96.0,60.0,,,,156.0
CAPE HENRY,33.0,123.0,,,,156.0
MONTEVIDEO Y VUELTA,68.0,87.0,,,,155.0
BANJOEMANGIE,155.0,,,,,155.0
HAVANNA,126.0,27.0,23.27,-82.49,1.0,154.0
AVATSCHA,116.0,37.0,53.02,159.03,1.0,154.0
FORT ST DAVIDS ROAD,118.0,26.0,11.77,79.8,10.0,154.0
MALDONADO,18.0,131.0,-34.92,-54.96,3.0,152.0
FERNANDO NORONHA,49.0,103.0,,,,152.0
HELVOETSLUIS,97.0,54.0,51.33,1.72,1.0,152.0
ST GEORGE D'ELMINAR,52.0,100.0,5.08,-1.35,,152.0
FORT AMSTERDAM,76.0,75.0,6.05,-54.73,1.0,152.0
AZORES,23.0,128.0,,,,151.0
COLUMBO,,151.0,,,,151.0
CALICUT,,150.0,,,,150.0
GUJANA,89.0,61.0,,,,150.0
DUINS,84.0,65.0,,,,149.0
BOMBAY HARBOUR,,146.0,18.93,72.85,2.0,148.0
FORT ST FRANCISCO,64.0,84.0,,,,148.0
WIJNKOPERS BAAI,148.0,,,,,148.0
CEIJLON,19.0,129.0,,,,148.0
COX'S ISLAND (BENGAL),147.0,,,,,147.0
MADRAS VIA JOHANNA,,147.0,13.08,80.27,,147.0
PONDICHERRY,147.0,,11.93,79.83,,147.0
BAIE DE CHIBOUCTOU-ROCHEFORT,,146.0,,,,146.0
 ROCHEFORT,146.0,,,,,146.0
AMBON,35.0,102.0,-3.68,128.16,8.0,145.0
IERLAND,,144.0,,,,144.0
BRISTOL,129.0,15.0,51.45,-2.58,,144.0
EQUATOR,143.0,,,,,143.0
ADELAIDE,35.0,107.0,,,,142.0
SAO TOME,95.0,46.0,0.33,6.74,1.0,142.0
QUILON,141.0,,,,,141.0
STA CATALINA Y MONTEVIDEO,,141.0,,,,141.0
LE HAVRE,102.0,39.0,49.49,0.11,,141.0
"FAYAL, AZORES",57.0,83.0,,,,140.0
AMÉRICA MERIDIONAL,,140.0,,,,140.0
SOURABAIJA,10.0,23.0,-7.23,112.7,106.0,139.0
"BENKULEN, SUMATRA",,138.0,,,,138.0
ST SALVADOR,84.0,53.0,-13.13,-38.2,1.0,138.0
PORT MAHON,60.0,78.0,,,,138.0
MACCAO,,137.0,,,,137.0
KINSALE,111.0,26.0,,,,137.0
EL CALLAO - LIMA,,136.0,-12.07,-77.15,,136.0
PORT DES FRANCAIS,73.0,34.0,58.6,-137.65,29.0,136.0
DUNGENESS,136.0,,,,,136.0
L'ILE D'AIX,135.0,1.0,,,,136.0
NIEUW DIEP,,135.0,52.58,4.25,1.0,136.0
THE DOWNS,60.0,76.0,51.2,1.4,,136.0
CAAP DE GOEDE HOOP,76.0,59.0,,,,135.0
"MALDONADO, RIVER PLATE",,135.0,,,,135.0
"MURRAYS ANCHORAGE, BERMUDA",63.0,72.0,,,,135.0
PUERTO RESERVADO,,133.0,,,,133.0
MALAYSIA,93.0,40.0,,,,133.0
STRAAT BALI,133.0,,,,,133.0
FORT ST GEORGE,,133.0,,,,133.0
ST MARYS MADAGASCAR,126.0,6.0,,,,132.0
CAPE GOOD HOPE,109.0,23.0,,,,132.0
HET NIEUWE DIEP,132.0,,,,,132.0
BRISTOL CHANNEL,,132.0,51.45,-2.58,,132.0
PENANG (VIA FUNCHAL),,131.0,5.42,100.32,,131.0
PRINCES ISLAND,122.0,9.0,,,,131.0
PORT PHILIP,31.0,99.0,-37.9,144.9,1.0,131.0
COASTAL GULF OF GUINEE,131.0,,,,,131.0
MADAS,131.0,,,,,131.0
LOMBOCK,130.0,,,,,130.0
L'ISLE D'AIX,86.0,43.0,46.6,-2.5,1.0,130.0
SOURABAYA,27.0,103.0,,,,130.0
DOMINICA,,130.0,15.42,-61.35,,130.0
CRUISING WESTERN APPROACHES,,129.0,,,,129.0
MOTHERWELL,129.0,,,,,129.0
"PORTSMOUTH, VIA ST HELENA",129.0,,,,,129.0
PENANG VIA SIMONS BAY,,128.0,5.42,100.32,,128.0
ACCRAW,94.0,34.0,,,,128.0
TIERRA DEL FUEGO,77.0,50.0,,,,127.0
BENGAL VIA MADERIA,,127.0,,,,127.0
BENCOOLEN,69.0,57.0,-3.72,101.5,1.0,127.0
BALI (JAVA),127.0,,-7.5,110.0,,127.0
ST. AUGUSTINE MADAGASCAR,38.0,89.0,,,,127.0
SANTA CATALINA(BRASIL),17.0,109.0,,,,126.0
SINGAPORE (VIA ANGER),,126.0,1.35,103.82,,126.0
BAAI FALS,48.0,78.0,,,,126.0
NEW CASTLE,126.0,,,,,126.0
SANTA CATALINA Y DE ALLÍ A ESPAÑA,,126.0,,,,126.0
JAVA HEAD VIA ST HELENA,126.0,,-6.75,105.2,,126.0
"ST THOMAS, GULF OF GUINEA",126.0,,18.34,-64.93,,126.0
RODRIQUEZ,30.0,96.0,,,,126.0
WEST-AFRIKA,55.0,70.0,,,,125.0
"SPITSBERGEN, EDINBURGH",,124.0,60.39,5.32,,124.0
PUERTO DE MACAO,,124.0,22.2,113.55,,124.0
DELLAGO BAY,60.0,64.0,,,,124.0
CHILATJAP,113.0,11.0,,,,124.0
SAUGOR  ROADS,124.0,,,,,124.0
EASTER ISLAND,19.0,105.0,,,,124.0
BATAVIA-SOERABAYA,,124.0,,,,124.0
GOREE,,124.0,14.67,-17.4,,124.0
BAAI FALSO,50.0,73.0,,,,123.0
PANAMA,78.0,45.0,,,,123.0
DAVILICAN BAAI,17.0,106.0,,,,123.0
ST. THOMEE,122.0,1.0,,,,123.0
PLYMOUTH VIA ST HELENA,,122.0,,,,122.0
CARLISE BAY BARBADOS,,122.0,,,,122.0
MADAGASGAR,33.0,89.0,,,,122.0
BAHIA DE TODOS LOS SANTOS,73.0,47.0,-13.07,-38.48,1.0,121.0
CONCEPCIÓN (CHILE),36.0,85.0,,,,121.0
HAVANNAH,108.0,13.0,,,,121.0
YARMOUTH,121.0,,52.61,1.73,,121.0
ST JOHNS (NF),79.0,41.0,,,,120.0
NOORWEGEN,,120.0,,,,120.0
CARDIFF,120.0,,,,,120.0
BANGOWANGIE,120.0,,,,,120.0
ST MARTIN,91.0,24.0,17.725,-59.355,4.0,119.0
"ST MARIE, ISLE DE RHEE",119.0,,,,,119.0
PATJITAN,119.0,,,,,119.0
MARAÑÓN,67.0,51.0,-2.4,-44.29,1.0,119.0
PORTA PRAYA,101.0,18.0,,,,119.0
ST HELENS,119.0,,,,,119.0
SUNDU STRAIT VIA ST HELENA,,118.0,,,,118.0
DESCONOCIDO (CREO QUE ACAPULCO),118.0,,16.85,-99.9,,118.0
"COLOMBO, CEYLON",,116.0,7.0,80.0,,116.0
RIO DEMERARY,53.0,63.0,,,,116.0
NEVIS,38.0,78.0,17.15,-62.58,,116.0
NOUVELLE HOLLANDE,,116.0,,,,116.0
ALMERIE AUX L'ILLE DE TERRE NEUVE ET RETOUR A BRES,,115.0,,,,115.0
TIRIKUNAMALAYA,36.0,56.0,8.57,81.22,23.0,115.0
JAVA (XMAS ISLAND),,115.0,-7.5,110.0,,115.0
ROTERDAM,115.0,,,,,115.0
SUNDA STRAIGHT,,114.0,,,,114.0
"ST AUGUSTINS BAY, MADAGASCAR",33.0,81.0,,,,114.0
SUMBA (OFF JAVA),,113.0,-7.5,110.0,,113.0
SUMATRA,,113.0,,,,113.0
NORTHFLEET,,112.0,,,,112.0
LA MARTINIQUE,40.0,72.0,14.64,-61.02,,112.0
NEW PORT,112.0,,,,,112.0
MONTAGUE ISLE,104.0,6.0,59.7,-148.4,1.0,111.0
ST CATHARINE'S (SOUTH AMERICA),,111.0,,,,111.0
COSTA PATAGÓNICA,83.0,28.0,,,,111.0
PUNTO GALLE,29.0,81.0,6.03,80.22,,110.0
DELGADA BAY,48.0,62.0,,,,110.0
"BOMBAY, VIA FALSE BAY",,110.0,,,,110.0
HALIFAX (CHABUKTA HARBOUR),26.0,84.0,51.5,-0.1,,110.0
FILIPINAS,55.0,55.0,,,,110.0
EPPEE,110.0,,,,,110.0
CAPE CLEAR,110.0,,,,,110.0
ANJANGO,109.0,,,,,109.0
WAYGIOU,8.0,99.0,0.09,130.99,2.0,109.0
PRINCE OF WALES ISLAND (PENANG),109.0,,5.42,100.32,,109.0
ANJER ROAD JAVA,,109.0,-7.5,110.0,,109.0
SAN THOMÉ,109.0,,,,,109.0
CRUISING NORTH SEA,108.0,,,,,108.0
MALACCA TOWN,27.0,69.0,2.17,102.24,12.0,108.0
DUNNOSE,108.0,,,,,108.0
ALGOA BAAI,67.0,40.0,-34.18,25.4,1.0,108.0
NEDERLANDS INDIË,,108.0,52.0,5.0,,108.0
CAAP MONTE,,107.0,6.5,-11.0,1.0,108.0
MÁLAGA,37.0,71.0,,,,108.0
FRANKRIJK,108.0,,,,,108.0
SAN LORENZO DE NUCA,,107.0,,,,107.0
DESCONOCIDO,61.0,46.0,,,,107.0
CRAKATOA,107.0,,,,,107.0
NOAHIWA,70.0,36.0,-9.0,-140.08,1.0,107.0
MANGALORE,105.0,,12.84,74.81,2.0,107.0
BENGALL,88.0,19.0,,,,107.0
